lon;lat;station_name;station_id;address;elev
-116.968273650759;32.8179386154088;El Cajon - Floyd Smith Drive;80132;W. Bradley Ave & Floyd Smith Dr, El Cajon CA 92020;119
-117.264111242865;32.9520971636251;Del Mar - Winston School;80133;215 9th St, Del Mar CA 92014;38
-116.944299778914;32.7895753396387;El Cajon - Lexington Elementary School;80135;533 S. First Street, El Cajon CA 92019;143
-117.123971430635;32.8457102345979;San Diego - Kearny Villa Road;80136;6125A Kearny Villa Road, San Diego CA 92145;134
-116.921392924254;32.578166965714;Otay Mesa - Donovan Correctional Facility;80140;480 Alta Road, San Diego CA 92179;205
-117.149655643588;32.7015013699198;San Diego - Beardsley;80142;1110A Beardsley St, San Diego CA 92112;7
-117.029125493766;32.5435771001906;San Ysidro;80143;795 East San Ysidro Blvd, San Diego CA 92173;21
-117.396244971148;33.217038603815;Camp Pendleton;80198;21441 West B St, Camp Pendleton CA 92019;16
-117.082199634847;32.9854257978917;San Diego - Rancho Carmel Drive;80201;11403 Rancho Carmel Drive, San Diego CA 92128;218
-122.399043587435;37.7659529157258;San Francisco-Arkansas Street;90306;10 Arkansas St, San Francisco CA 94107;5
