lon;lat;station_id;address;elev;station_name
-97.1622121169754;26.0696074295444;323;Lot B 69 1/2;;Isla Blanca Park C323/C667
-97.7202105777771;30.2582778415316;326;310 Robert T Martinez Jr Street;146.000000000000000;Zavala C326
-96.8720408245369;32.6765391019246;402;3277 W Redbird Lane;206.000000000000000;Dallas Executive Airport C402
-95.2936047762344;29.8074765076449;404;5565 Kirkpatrick;18.899999999999999;Houston Kirkpatrick C404
-95.2840958;29.8280859;405;7330 1/2 North Wayside;20.100000000000001;Houston North Wayside C405
-95.2670592793198;29.6256212841032;406;9726 1/2 Monroe;12.000000000000000;Houston Monroe C406
-95.4891632449074;29.8341941452142;408;4401 1/2 Lang Rd;24.000000000000000;Lang C408
-95.4743021833343;29.6239172902519;409;13826 1/2 Croquet;18.000000000000000;Houston Croquet C409
-95.6359894621925;29.7233623493003;410;3333 1/2 Hwy 6 South;24.000000000000000;Houston Westhollow C410
-106.323623161111;31.7857516764406;414;10834 Ivanhoe (Ivanhoe Fire Station);1212.000000000000000;Ivanhoe C414
-95.2947307618828;29.6863400664833;416;7421 Park Place Blvd;10.000000000000000;Park Place C416
-98.7243238370361;29.2763743927957;501;11535  Pearsall Rd;189.000000000000000;Elm Creek Elementary C501
-98.6257750470696;29.730153258294;502;7286 Dietz Elkhorn Rd;189.000000000000000;Fair Oaks Ranch C502
-98.4623947805527;29.7610419279082;503;1715 E Ammann Road;335.000000000000000;Bulverde Elementary C503
-98.0286097714485;29.7040601524957;504;2090 Airport Rd;195.000000000000000;New Braunfels Airport C504
-98.2986586645065;29.638831619531;505;21340 FM 3009;299.000000000000000;City of Garden Ridge C505
-97.9322345169754;29.5886654233637;506;1865 Hwy 90 East;146.000000000000000;Seguin Outdoor Learning Center C506
-95.1601263445976;29.8585991590264;551;15345 Beaumont Hwy;40.000000000000000;Sheldon C551
-94.985002580249;29.7330664690592;552;1724 Market Street;;Baytown Wetlands Center C552
-95.0679953416641;29.921002538882;553;1800 N. 18th Street;12.000000000000000;Crosby Library C553
-95.6572748481506;29.833394375513;554;16719 Clay Road;12.000000000000000;West Houston C554
-95.0095031529305;29.6551951311441;556;636 Bayshore Drive;12.000000000000000;La Porte Sylvan Beach C556
-95.3807343390404;30.037614579535;557;22306 Aldine Westfield Road;12.000000000000000;Mercer Arboretum C557
-95.3532919171272;29.5898471288732;558;15108 Cullen Blvd;12.000000000000000;Tom Bass C558
-95.8058457401215;29.8107608661244;559;24927 Morton Road;12.000000000000000;Katy Park C559
-95.2350400543213;29.9620275000984;560;2302 Atascocita Rd;12.000000000000000;Atascocita C560
-95.5227077817917;30.0116453225097;561;7700 Cypresswood Dr;12.000000000000000;Meyer Park C561
-95.5381636459884;29.7784449006869;562;11977 Memorial Drive;12.000000000000000;Bunker Hill Village C562
-95.0624187867355;30.0579553364503;563;2100 Wolf Road;22.899999999999999;Huffman Wolf Road C563
-95.1855769557121;29.548833366301;570;4607 FM 2351;14.000000000000000;Clear Brook High School C570
-95.070556;29.5257705617433;571;2305  E Main St;14.000000000000000;Clear Creek High School C571
-95.1060238885879;29.583631255272;572;2929 Bay Area Blvd;6.000000000000000;Clear Lake High School C572
-96.7458748;29.9624745;601;636 Roznov Rd;85.000000000000000;Fayette County C601
-96.7850599049378;28.8997032823491;609;559 FM 444 South;;Inez C609
-98.0832997354935;30.2146335063989;614;29400 Ranch Road 12;354.199999999999990;Dripping Springs School C614
-94.9409147759247;29.38145;615;Texas City Bp Property;8.000000000000000;Texas City BP 31st St. C615/C1615
-94.9154425033951;29.3687618252583;616;Texas City Bp Property Onsite;;Texas City BP Onsite C616/C1616
-94.9905457401276;29.8205028628376;617;4727 Wallisville Road;12.000000000000000;Wallisville Road C617
-95.7566185237656;29.1443237968242;618;FM 1459 @ County Road 924;14.000000000000000;Danciger C618
-94.9469748030853;29.4057763304222;620;2212 North 34th Street;;Texas City 34th St. C620
-94.9302675645065;29.3810006325995;621;303 Logan Street;;Texas City BP Logan St. C621/C1621
-98.332853244136;29.3529057910009;622;7145 Gardner Road;165.000000000000000;Heritage Middle School C622
-98.3257181438263;29.3320207857404;623;9599 Gardner Road;158.000000000000000;Gardner Rd. Gas Sub-Station C623
-97.2209871425934;28.7208919712306;624;Coleto;;Coleto C624
-98.3378466433647;29.2923237234081;625;12941 Cassiano Road;149.000000000000000;Gate 9A CPS C625
-98.3229648987;29.3157783790543;626;1100 Hildebrandt;156.000000000000000;Gate 58 CPS C626
-97.5436023381172;27.8289895909724;633;9122 Leopard St;12.000000000000000;Solar Estates C633
-93.8940717381172;29.7279487913821;640;5200 Mechanic;1.000000000000000;SETRPC 40 Sabine Pass C640/C1654
-94.0006747122684;29.9427508576867;643;Jefferson County Airport;5.000000000000000;SETRPC 43 Jefferson Co Airport C643
-97.3877503395081;27.703054891786;660;4801 Holly Road;3.000000000000000;Holly Road C660
-97.6195103399696;27.7580449451846;664;3515 FM 1694;3.000000000000000;Violet C664
-95.2528443399696;29.6947426590977;669;8600 Park Place Blvd;7.000000000000000;Texas Petrochemicals FTIR South C669
-95.257252040741;29.7020201069743;670;8600 Park Place Blvd;10.000000000000000;Texas Petrochemicals FTIR North C670
-95.2550888705254;29.7061218719772;671;9728 West Road;3.000000000000000;Goodyear Houston Site C671
-95.2567082652779;29.7023347916445;673;2000 Goodyear Dr;5.000000000000000;Goodyear Houston Site 2 C673
-98.5513857033951;29.3327941648648;676;9011 Poteet Jourdanton Hwy;195.000000000000000;Palo Alto C676
-98.5804878347221;29.4239144635342;677;911 Old Hwy 90 West;220.699999999999990;Old Highway 90 C677/A319
-98.4312384830246;29.4073184891922;678;802 Pecan Valley Drive;189.000000000000000;CPS Pecan Valley C678
-97.4589346509262;30.1409365352695;684;1884 State Hwy 71 W;158.000000000000000;CAPCOG McKinney Roughs C684
-97.2493484961433;27.9016172214289;685;San Patricio Municipal Water off Hwy 361;6.000000000000000;Ingleside C685
-97.7345915169754;30.6664657862768;690;500 Lake Overlook Drive;250.000000000000000;CAPCOG Lake Georgetown C690
-106.464560054321;31.8133561724889;693;2700 Harrison Avenue;1256.700000000000000;Van Buren Dam C693
-95.3416979040146;29.7176521795103;695;4401 Wheeler Street;18.000000000000000;UH Moody Tower C695
-95.6502732774734;29.5744570680591;696;14000 University Blvd;23.000000000000000;U of H-Sugarland C696
-95.0424676980019;29.3882631777907;697;Jack Brooks Road;5.000000000000000;UH Coastal Center C697
-95.4831324083328;30.2361383594609;698;5203 Magnolia Parkway FM 1488;56.000000000000000;UH WG Jones Forest C698
-94.9784129243851;30.0575719764045;699;91 Weldon Texaco Road CR 615/610 N;24.000000000000000;UH West Liberty C699
-96.1155354007714;33.1530965834929;1006;824 Sayle Street;161.000000000000000;Greenville C1006/A198
-97.1299746626541;33.0459405911571;1007;4401 Shiloh Road;194.000000000000000;Flower Mound Shiloh C1007
-97.1692772584877;32.4696809354949;1008;2420 Luisa Ln;209.000000000000000;Johnson County Luisa C1008/Z402
-97.2902916668205;32.6211075353336;1009;633 Everman Parkway;204.000000000000000;Everman Johnson Park C1009
-96.8288087;33.1446618;1010;6601 Eubanks;198.000000000000000;Frisco Eubanks C1010
-95.3549351425934;28.9643708626473;1012;207 South Avenue I;3.000000000000000;Freeport South Avenue I C1012
-97.2976399864197;33.1309184697849;1013;9800 Clark Airport Road;667.000000000000000;Dish Airfield C1013
-102.334777578858;31.8702672189864;1014;2700 Disney;884.000000000000000;Odessa Gonzales C1014
-95.0814111339508;29.7616223753082;1015;4407 Independence Parkway South;5.500000000000000;Lynchburg Ferry C1015/A165
-95.4729411932098;29.0437252768324;1016;109B  Brazoria Hwy 332 West;;Lake Jackson C1016
-94.9838410746918;29.8233461481623;1017;8622 Garth Road Unit A;12.199999999999999;Baytown Garth C1017
-97.1085532987671;32.7260815157522;1018;1101 S. Pecan St.;177.000000000000000;Arlington UT Campus C1018
-94.0007937822533;29.9428170809557;1019;End of 90th Street @ Jefferson County Airport;4.000000000000000;Jefferson Co Airpt C1019/A317
-95.253628240741;29.6843940104234;1020;4829 A  Galveston Rd;11.000000000000000;Cesar Chavez C1020/175
-106.5473;31.86247;1021;6767 Ojo De Agua;1253.000000000000000;Ojo De Agua C1021
-94.9315046796295;29.3852512504706;1022;2516 1/2 Texas Avenue;;Texas City Ball Park A147/C1022
-97.7126987203705;26.2002987610242;1023;1602 W Teege Avenue;12.000000000000000;Harlingen Teege C1023
-97.4137901373459;27.8038177790789;1024;2518 Dempsey Rd;6.000000000000000;Williams Park C1024/E308
-101.787357435493;35.2367441788431;1025;4205 NE 24th Avenue;1116.000000000000000;Amarillo 24th Avenue C1025
-101.786997523766;33.5855185298552;1028;3901 East 12th Street;501.000000000000000;Lubbock 12th Street C1028
-95.2599118033951;29.7187935646979;1029;9401 1/2 Manchester Street;11.900000000000000;Manchester C1029/A307/E307
-94.07778;33.436111;1031;2700 New Boston Rd;92.000000000000000;Texarkana New Boston C1031
-96.9445903;33.4106172993753;1032;792 E Northside Dr;201.000000000000000;Pilot Point C1032
-94.8612848449074;29.2544987172237;1034;9511 Avenue V 1/2;5.000000000000000;Galveston 99th St. C1034/A320/X183
-94.0108817135803;29.9789461004061;1035;1800 N. 18th Street;11.000000000000000;Nederland High School C1035
-95.1051275373459;29.776109777953;1036;Corner of First & Elsbeth Streets;6.700000000000000;Jacinto Port C1036/A318
-97.0706706626541;31.6530487280795;1037;4472 Mazanec Rd;143.000000000000000;Waco Mazanec C1037
-98.148076272068;29.13067062651;1038;1404 Hospital Blvd;122.000000000000000;Floresville Hospital Blvd C1038
-96.8701503973763;32.1753901133963;1044;900 FM 667 Ellis County;165.000000000000000;Italy C1044/A323
-97.4310523;31.1224615613643;1045;8406 Georgia Avenue;188.000000000000000;Temple Georgia C1045
-98.1520484762344;26.2884850866436;1046;1491 East Freddy Gonzalez Drive;10.000000000000000;Edinburg East Freddy Gonzalez Dr C1046
-97.6797493203705;31.0880214946073;1047;1605 Stone Tree Drive;256.000000000000000;Killeen Skylark Field C1047
-95.2224180837959;29.7166327416798;1049;702 Light Co Service Road;11.300000000000001;Pasadena North C1049/A330
-96.3991182694443;32.0319313777402;1051;Corsicana Airport;128.000000000000000;Corsicana Airport C1051
-95.3877851290131;29.8143823008871;1052;822 North Loop;13.500000000000000;Houston North Loop C1052
-97.3379220683632;32.6647630955831;1053;1198 California Parkway North;214.900000000000010;Ft Worth California Parkway North C1053
-95.3523779932098;29.8852811175859;1054;2131 Hartwick;19.800000000000001;Houston Hartwick C1054
-97.2000476876526;32.6588025882029;1062;5419 Treepoint Drive;197.000000000000000;Kennedale Treepoint Dr C1062
-97.1174937415123;32.5418432623723;1063;1310 Flying L Lane;;Mansfield Flying L Lane C1063
-97.486618;33.044028;1064;639 CR 4651;246.000000000000000;Rhome Seven Hills Road C1064
-97.2911402490738;32.6725193933201;1065;2525 Joe B. Rushing Road;;Fort Worth Joe B Rushing Road C1065
-95.492682544136;29.7216391330741;1066;5617 Westward Avenue;13.000000000000000;Houston Southwest Freeway C1066
-96.7535149524689;32.9211705437111;1067;8652 LBJ Freeway;177.000000000000000;Dallas LBJ Freeway C1067
-97.6915423404312;30.353835157329;1068;8912 N IH 35 SVRD SB;205.000000000000000;Austin North Interstate 35 C1068
-98.391436312809;29.5294457424285;1069;9904 IH 35 N;284.300000000000010;San Antonio IH 35 C1069
-97.9018271154327;28.8855040153684;1070;210 W. Calvert Avenue;131.400000000000010;Karnes County Courthouse C1070
-93.9622290475311;29.8489039220556;1071;7th Street / Texaco Island Road;1.000000000000000;Port Arthur 7th Street C1071
-101.407282081482;32.2803912318572;1072;1218 N. Midway Rd;726.000000000000000;Big Spring Midway C1072
-101.440004870987;35.6755126495884;1073;19440 FM 1559;945.399999999999980;Borger FM 1559 C1073
-97.0762399248467;30.5694547772826;1075;3990 John D Harper Road;194.000000000000000;Rockdale John D. Harper Rd. C1075
-96.481944;31.168889;1076;8127 Oak Grove Road;137.099999999999990;Franklin Oak Grove C1076
-101.741850067902;35.3163937796196;1077;Folsom Rd. & El Rancho Rd.;1074.300000000000000;Amarillo Xcel El Rancho C1077
-94.8473223947525;33.075113992927;1078;385 CR 4855;108.000000000000000;Cookville FM 4855 C1078
-94.4811933341026;32.470151423038;1079;9206 Red Oak Road;120.000000000000000;Hallsville Red Oak Road C1079
-98.3327827075615;29.3528869979796;1080;7145 Gardner Road;176.000000000000000;San Antonio Gardner Road C1080
-96.352;31.9041;1081;Southeast 1220 Road;100.900000000000010;Richland Southeast 1220 Road C1081
-93.7260146595688;30.1537334452276;1083;2239 1st Street;8.000000000000000;Orange 1st Street C1083
-96.8005339117279;32.6299656718725;1500;1930 Cedardale Road;;Lancaster Cedardale C1500
-97.5267790271606;32.4818262794215;1501;12404 FM2331;;Godley FM2331 C1501
-98.0916898162041;32.8186594289438;1502;2000 NE 23rd Street;;Mineral Wells 23rd St. C1502
-97.4426442313271;32.64668465136;1503;7001 Lakeside Drive;;Fort Worth Benbrook Lake C1503
-97.153865081482;33.6331845902983;1504;1112 Doss Street;;Gainsville Doss Street C1504
-96.9134693879623;32.8791280239571;1505;2171 Manana Drive;;Dallas Elm Fork C1505
-97.7302236668205;32.7586034214013;1506;2253 Fort Worth Hwy;;Weatherford Highway 180 C1506
-97.8297230882721;33.559123760481;1507;1032 Patterson Street;;Bowie Patterson Street C1507
-98.5059282725296;33.8491792549129;1508;MWSU grounds;;Wichita Falls MWSU C1508
-99.7297902381172;32.4509803688708;1509;TBD;;Abilene North 3rd Street C1509
-97.2761794635773;29.1344160141821;1602;40 Cooperative Way;77.500000000000000;Cuero C1602
-97.8938090882721;30.2163104695334;1603;7412 Slaughter Lane;298.399999999999980;Gorzycki Middle School C1603
-97.6649172245369;29.8649311111659;1604;214 Bufkin Lane;163.400000000000010;Lockhart C1604
-97.754457584877;30.2287955589063;1605;3001 South Congress;;St. Edwards University C1605
-94.781293374382;29.5457214863696;1606;450 Old Dutchman Road;;UH Smith Point C1606
-95.3135783327179;29.0098225835565;1607;901 County Road 792;;Oyster Creek C1607
-93.9511730135803;29.8677234366906;1628;Unavailable;5.000000000000000;SETRPC Port Arthur C628
-97.9288622584877;29.8622625464465;1675;599 Staples Road;183.000000000000000;CAPCOG San Marcos Staples Road C1675
-97.7619321367325;30.3138617896149;5002;Camp Mabry;183.000000000000000;Camp Mabry KATT C5001/C5002
-97.6692614984512;30.1954267345919;5003;Austin Bergstrom International Airport;152.000000000000000;Austin Bergstrom KAUS C5003
-98.0458435672882;29.7088828923081;5004;New Braunfels Municipal Airport;195.000000000000000;New Braunfels Airport KBAZ C5004
-94.8643535029335;29.2704057504167;5005;Galveston Scholes International Airport;;Galveston Airport KGLS C5005
-95.4143308492317;30.3566335173599;5006;Montgomery County Airport;61.000000000000000;Conroe Airport KCXO C5006
-97.0960320199089;32.6640597061979;5007;Arlington Municipal Airport;183.000000000000000;Arlington Airport KGKY C5007
-97.1991656251564;33.206125662237;5008;Denton Municipal Airport;183.000000000000000;Denton Airport KDTO C5008
-98.2396124580322;30.7391965900445;5009;Burnet County Airport;396.000000000000000;Burnet County Airport KBMQ C5009
-97.2374077923354;31.6122758859639;5010;Waco Regional Airport;152.000000000000000;Waco KACT C5010
-96.3502849796234;30.5799786392707;5011;Easterwood Field Airport;81.000000000000000;College Station KCLL C5011
-95.5866387089462;30.7537871266005;5012;Huntsville Municipal Airport;104.000000000000000;Huntsville KUTS C5012
-94.7518199682235;31.2337552157197;5013;Angelina County Airport;85.000000000000000;Lufkin KLFK C5013
-96.400556;32.028056;5014;C David Campbell Field-Corsicana Municipal Airport;128.000000000000000;Corsicana KCRS C5014
-99.6820917003098;32.410634506022;5015;Abilene Regional Airport;549.000000000000000;Abilene KABI C5015
-100.496731965126;31.3509861707442;5016;San Angelo Regional Airport/Mathis Field;579.000000000000000;San Angelo KSJT C5016
-100.92755283242;29.3757885307484;5017;Del Rio International Airport;299.000000000000000;Del Rio KDRT C5017
-104.809747630829;31.833790855863;5018;Pine Springs;1646.000000000000000;Guadalupe Pass KGDP C5018
-97.5420005300941;30.5457911613293;6602;200 College Street;;CAPCOG Hutto College Street C6602
